cod_insersao;descricao_kit;cod_kit;cod_sku;descricao_sku;segmento;serie;volume;envio;frequencia;usuario;info_produto;tipo_material;classificacao_produto;personalizacao
82101100502;FATO ALUNO EF1 5O ANO FATO 2O BI;82101100502;PG25LA252ZS00;25 LV ALUNO EF1 5O ANO 2O BI FATO;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FATO
82101100502;FATO ALUNO EF1 5O ANO FATO 2O BI;82101100502;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;FATO
82101100602;FILOMENA ALUNO EF1 5O ANO FILOMENA 2O BI;82101100602;PG25LA252FL00;25 LV ALUNO EF1 5O ANO 2O BI FILOMENA;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FILOMENA
82101100602;FILOMENA ALUNO EF1 5O ANO FILOMENA 2O BI;82101100602;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;FILOMENA
82101100702;GABARITO MG ALUNO EF1 5O ANO GABARITO MG 2O BI;82101100702;PG25LA252GA00;25 LV ALUNO EF1 5O ANO 2O BI GABARITO MG;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO MG
82101100702;GABARITO MG ALUNO EF1 5O ANO GABARITO MG 2O BI;82101100702;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;GABARITO MG
82101100802;GABARITO RS ALUNO EF1 5O ANO GABARITO RS 2O BI;82101100802;PG25LA252GR00;25 LV ALUNO EF1 5O ANO 2O BI GABARITO RS;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO RS
82101100802;GABARITO RS ALUNO EF1 5O ANO GABARITO RS 2O BI;82101100802;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;GABARITO RS
82101101002;MACK ALUNO EF1 5O ANO MACK 2O BI;82101101002;PG25LA252MA00;25 LV ALUNO EF1 5O ANO 2O BI MACK;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MACK
82101101002;MACK ALUNO EF1 5O ANO MACK 2O BI;82101101002;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;MACK
82101101202;MAXX JUNIOR ALUNO EF1 5O ANO MAXX JUNIOR 2O BI;82101101202;PG25LA252MJ00;25 LV ALUNO EF1 5O ANO 2O BI MAXX JUNIOR;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MAXX JUNIOR
82101101202;MAXX JUNIOR ALUNO EF1 5O ANO MAXX JUNIOR 2O BI;82101101202;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;MAXX JUNIOR
82101101402;REDE AGNUS ALUNO EF1 5O ANO REDE AGNUS 2O BI;82101101402;PG25LA252RA00;25 LV ALUNO EF1 5O ANO 2O BI REDE AGNUS;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ciências, Geografia e História;Livro;Livro;REDE AGNUS
82101101402;REDE AGNUS ALUNO EF1 5O ANO REDE AGNUS 2O BI;82101101402;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;REDE AGNUS
82101101402;REDE AGNUS ALUNO EF1 5O ANO REDE AGNUS 2O BI;82101101402;PG25LA252RAM0;25 LV ALUNO EF1 5O ANO 2O BI REDE AGNUS MATEMATICA;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Matemática;Livro;Livro;REDE AGNUS
82101101402;REDE AGNUS ALUNO EF1 5O ANO REDE AGNUS 2O BI;82101101402;PG25LA252RAP0;25 LV ALUNO EF1 5O ANO 2O BI REDE AGNUS PORTUGUES;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Língua Portuguesa;Livro;Livro;REDE AGNUS
82101101602;ROSALVO ALUNO EF1 5O ANO ROSALVO 2O BI;82101101602;PG25LA252RO00;25 LV ALUNO EF1 5O ANO 2O BI ROSALVO;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ROSALVO
82101101602;ROSALVO ALUNO EF1 5O ANO ROSALVO 2O BI;82101101602;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;ROSALVO
82101101702;SANTO ANJO ALUNO EF1 5O ANO SANTO ANJO 2O BI;82101101702;PG25LA252SA00;25 LV ALUNO EF1 5O ANO 2O BI SANTO ANJO;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SANTO ANJO
82101101702;SANTO ANJO ALUNO EF1 5O ANO SANTO ANJO 2O BI;82101101702;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;SANTO ANJO
82101101802;SECULO ALUNO EF1 5O ANO SECULO 2O BI;82101101802;PG25LA252SE00;25 LV ALUNO EF1 5O ANO 2O BI SECULO;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SECULO
82101101802;SECULO ALUNO EF1 5O ANO SECULO 2O BI;82101101802;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;SECULO
82101102302;PET CURSOS ALUNO EF1 5O ANO PET CURSOS 2O BI;82101102302;PG25LA252PT00;25 LV ALUNO EF1 5O ANO 2O BI PET CURSOS;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;PET CURSOS
82101102302;PET CURSOS ALUNO EF1 5O ANO PET CURSOS 2O BI;82101102302;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;PET CURSOS
82101102402;ELO ALUNO EF1 5O ANO ELO 2O BI;82101102402;PG25LA252EE00;25 LV ALUNO EF1 5O ANO 2O BI ELO;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ELO
82101102402;ELO ALUNO EF1 5O ANO ELO 2O BI;82101102402;PG25FA252SD00;25 FICHA ALUNO EF1 5O ANO 2O BI SAE;FUND AI;5O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;ELO
82101110102;SAE ALUNO EF2 6O ANO SAE 2O BI;82101110102;PG25LA262SD00;25 LV ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SAE
82101110102;SAE ALUNO EF2 6O ANO SAE 2O BI;82101110102;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;SAE
82101110202;CELLULA MATER ALUNO EF2 6O ANO CELLULA MATER 2O BI;82101110202;PG25LA262ZU00;25 LV ALUNO EF2 6O ANO 2O BI CELLULA MATER;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
82101110202;CELLULA MATER ALUNO EF2 6O ANO CELLULA MATER 2O BI;82101110202;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;CELLULA MATER
82101110502;FILOMENA ALUNO EF2 6O ANO FILOMENA 2O BI;82101110502;PG25LA262FL00;25 LV ALUNO EF2 6O ANO 2O BI FILOMENA;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FILOMENA
82101110502;FILOMENA ALUNO EF2 6O ANO FILOMENA 2O BI;82101110502;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;FILOMENA
82101110602;GABARITO MG ALUNO EF2 6O ANO GABARITO MG 2O BI;82101110602;PG25LA262GA00;25 LV ALUNO EF2 6O ANO 2O BI GABARITO MG;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO MG
82101110602;GABARITO MG ALUNO EF2 6O ANO GABARITO MG 2O BI;82101110602;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;GABARITO MG
82101110702;GABARITO RS ALUNO EF2 6O ANO GABARITO RS 2O BI;82101110702;PG25LA262GR00;25 LV ALUNO EF2 6O ANO 2O BI GABARITO RS;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO RS
82101110702;GABARITO RS ALUNO EF2 6O ANO GABARITO RS 2O BI;82101110702;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;GABARITO RS
82101110902;MACK ALUNO EF2 6O ANO MACK 2O BI;82101110902;PG25LA262MA00;25 LV ALUNO EF2 6O ANO 2O BI MACK;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MACK
82101110902;MACK ALUNO EF2 6O ANO MACK 2O BI;82101110902;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;MACK
82101111402;ROSALVO ALUNO EF2 6O ANO ROSALVO 2O BI;82101111402;PG25LA262RO00;25 LV ALUNO EF2 6O ANO 2O BI ROSALVO;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ROSALVO
82101111402;ROSALVO ALUNO EF2 6O ANO ROSALVO 2O BI;82101111402;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;ROSALVO
82101111502;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 2O BI;82101111502;PG25LA262SA00;25 LV ALUNO EF2 6O ANO 2O BI SANTO ANJO;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SANTO ANJO
82101111502;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 2O BI;82101111502;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;SANTO ANJO
82101111502;SANTO ANJO ALUNO EF2 6O ANO SANTO ANJO 2O BI;82101111502;PG25LA262SAMC;25 LV ALUNO EF2 6O ANO 2O BI SANTO ANJO MATEMATICA;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Caderno de atividades de Matemática;Livro;Livro;SANTO ANJO
82101111602;SECULO ALUNO EF2 6O ANO SECULO 2O BI;82101111602;PG25LA262SE00;25 LV ALUNO EF2 6O ANO 2O BI SECULO;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SECULO
82101111602;SECULO ALUNO EF2 6O ANO SECULO 2O BI;82101111602;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;SECULO
82101111802;TAMANDARE ALUNO EF2 6O ANO TAMANDARE 2O BI;82101111802;PG25LA262TA00;25 LV ALUNO EF2 6O ANO 2O BI TAMANDARE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;TAMANDARE
82101111802;TAMANDARE ALUNO EF2 6O ANO TAMANDARE 2O BI;82101111802;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;TAMANDARE
82101112102;PET CURSOS ALUNO EF2 6O ANO PET CURSOS 2O BI;82101112102;PG25LA262PT00;25 LV ALUNO EF2 6O ANO 2O BI PET CURSOS;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;PET CURSOS
82101112102;PET CURSOS ALUNO EF2 6O ANO PET CURSOS 2O BI;82101112102;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;PET CURSOS
82101112202;ELO ALUNO EF2 6O ANO ELO 2O BI;82101112202;PG25LA262EE00;25 LV ALUNO EF2 6O ANO 2O BI ELO;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ELO
82101112202;ELO ALUNO EF2 6O ANO ELO 2O BI;82101112202;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;ELO
82101113502;SAE ALUNO EF2 6O ANO REFERENCIAL 2O BI;82101113502;PG25LA262CR00;25 LV ALUNO EF2 6O ANO 2O BI REFERENCIAL;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;REFERENCIAL
82101113502;SAE ALUNO EF2 6O ANO REFERENCIAL 2O BI;82101113502;PG25FA262SD00;25 FICHA ALUNO EF2 6O ANO 2O BI SAE;FUND AF;6O ANO;Volume 02;V2;Bimestral;Aluno;Ficha de atividades;Ficha;Não editorial;REFERENCIAL
PG25LA272SD00;25 LV ALUNO EF2 7O ANO 2O BI SAE;;PG25LA272SD00;25 LV ALUNO EF2 7O ANO 2O BI SAE;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SAE
PG25LA272ZU00;25 LV ALUNO EF2 7O ANO 2O BI CELLULA MATER;;PG25LA272ZU00;25 LV ALUNO EF2 7O ANO 2O BI CELLULA MATER;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
PG25LA272FL00;25 LV ALUNO EF2 7O ANO 2O BI FILOMENA;;PG25LA272FL00;25 LV ALUNO EF2 7O ANO 2O BI FILOMENA;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FILOMENA
PG25LA272GA00;25 LV ALUNO EF2 7O ANO 2O BI GABARITO MG;;PG25LA272GA00;25 LV ALUNO EF2 7O ANO 2O BI GABARITO MG;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO MG
PG25LA272GR00;25 LV ALUNO EF2 7O ANO 2O BI GABARITO RS;;PG25LA272GR00;25 LV ALUNO EF2 7O ANO 2O BI GABARITO RS;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO RS
PG25LA272MA00;25 LV ALUNO EF2 7O ANO 2O BI MACK;;PG25LA272MA00;25 LV ALUNO EF2 7O ANO 2O BI MACK;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MACK
PG25LA272RO00;25 LV ALUNO EF2 7O ANO 2O BI ROSALVO;;PG25LA272RO00;25 LV ALUNO EF2 7O ANO 2O BI ROSALVO;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ROSALVO
PG25LA272SA00;25 LV ALUNO EF2 7O ANO 2O BI SANTO ANJO;;PG25LA272SA00;25 LV ALUNO EF2 7O ANO 2O BI SANTO ANJO;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SANTO ANJO
PG25LA272SAMC;25 LV ALUNO EF2 7O ANO 2O BI SANTO ANJO MATEMATICA;;PG25LA272SAMC;25 LV ALUNO EF2 7O ANO 2O BI SANTO ANJO MATEMATICA;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Caderno de atividades de Matemática;Livro;Livro;SANTO ANJO
PG25LA272SE00;25 LV ALUNO EF2 7O ANO 2O BI SECULO;;PG25LA272SE00;25 LV ALUNO EF2 7O ANO 2O BI SECULO;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SECULO
PG25LA272TA00;25 LV ALUNO EF2 7O ANO 2O BI TAMANDARE;;PG25LA272TA00;25 LV ALUNO EF2 7O ANO 2O BI TAMANDARE;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;TAMANDARE
PG25LA272PT00;25 LV ALUNO EF2 7O ANO 2O BI PET CURSOS;;PG25LA272PT00;25 LV ALUNO EF2 7O ANO 2O BI PET CURSOS;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;PET CURSOS
PG25LA272EE00;25 LV ALUNO EF2 7O ANO 2O BI ELO;;PG25LA272EE00;25 LV ALUNO EF2 7O ANO 2O BI ELO;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ELO
PG25LA272CR00;25 LV ALUNO EF2 7O ANO 2O BI REFERENCIAL;;PG25LA272CR00;25 LV ALUNO EF2 7O ANO 2O BI REFERENCIAL;FUND AF;7O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;REFERENCIAL
PG25LA282SD00;25 LV ALUNO EF2 8O ANO 2O BI SAE;;PG25LA282SD00;25 LV ALUNO EF2 8O ANO 2O BI SAE;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SAE
PG25LA282ZU00;25 LV ALUNO EF2 8O ANO 2O BI CELLULA MATER;;PG25LA282ZU00;25 LV ALUNO EF2 8O ANO 2O BI CELLULA MATER;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
PG25LA282FL00;25 LV ALUNO EF2 8O ANO 2O BI FILOMENA;;PG25LA282FL00;25 LV ALUNO EF2 8O ANO 2O BI FILOMENA;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FILOMENA
PG25LA282GA00;25 LV ALUNO EF2 8O ANO 2O BI GABARITO MG;;PG25LA282GA00;25 LV ALUNO EF2 8O ANO 2O BI GABARITO MG;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO MG
PG25LA282GR00;25 LV ALUNO EF2 8O ANO 2O BI GABARITO RS;;PG25LA282GR00;25 LV ALUNO EF2 8O ANO 2O BI GABARITO RS;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO RS
PG25LA282MA00;25 LV ALUNO EF2 8O ANO 2O BI MACK;;PG25LA282MA00;25 LV ALUNO EF2 8O ANO 2O BI MACK;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MACK
PG25LA282RO00;25 LV ALUNO EF2 8O ANO 2O BI ROSALVO;;PG25LA282RO00;25 LV ALUNO EF2 8O ANO 2O BI ROSALVO;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ROSALVO
PG25LA282SA00;25 LV ALUNO EF2 8O ANO 2O BI SANTO ANJO;;PG25LA282SA00;25 LV ALUNO EF2 8O ANO 2O BI SANTO ANJO;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SANTO ANJO
PG25LA282SAMC;25 LV ALUNO EF2 8O ANO 2O BI SANTO ANJO MATEMATICA;;PG25LA282SAMC;25 LV ALUNO EF2 8O ANO 2O BI SANTO ANJO MATEMATICA;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Caderno de atividades de Matemática;Livro;Livro;SANTO ANJO
PG25LA282SE00;25 LV ALUNO EF2 8O ANO 2O BI SECULO;;PG25LA282SE00;25 LV ALUNO EF2 8O ANO 2O BI SECULO;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SECULO
PG25LA282TA00;25 LV ALUNO EF2 8O ANO 2O BI TAMANDARE;;PG25LA282TA00;25 LV ALUNO EF2 8O ANO 2O BI TAMANDARE;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;TAMANDARE
PG25LA282PT00;25 LV ALUNO EF2 8O ANO 2O BI PET CURSOS;;PG25LA282PT00;25 LV ALUNO EF2 8O ANO 2O BI PET CURSOS;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;PET CURSOS
PG25LA282EE00;25 LV ALUNO EF2 8O ANO 2O BI ELO;;PG25LA282EE00;25 LV ALUNO EF2 8O ANO 2O BI ELO;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ELO
PG25LA282CR00;25 LV ALUNO EF2 8O ANO 2O BI REFERENCIAL;;PG25LA282CR00;25 LV ALUNO EF2 8O ANO 2O BI REFERENCIAL;FUND AF;8O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;REFERENCIAL
PG25LA292SD00;25 LV ALUNO EF2 9O ANO 2O BI SAE;;PG25LA292SD00;25 LV ALUNO EF2 9O ANO 2O BI SAE;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SAE
PG25LA292ZU00;25 LV ALUNO EF2 9O ANO 2O BI CELLULA MATER;;PG25LA292ZU00;25 LV ALUNO EF2 9O ANO 2O BI CELLULA MATER;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;CELLULA MATER
PG25LA292SAMC;25 LV ALUNO EF2 9O ANO 2O BI SANTO ANJO MATEMATICA;;PG25LA292SAMC;25 LV ALUNO EF2 9O ANO 2O BI SANTO ANJO MATEMATICA;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Caderno de atividades de Matemática;Livro;Livro;SANTO ANJO
PG25LA292FL00;25 LV ALUNO EF2 9O ANO 2O BI FILOMENA;;PG25LA292FL00;25 LV ALUNO EF2 9O ANO 2O BI FILOMENA;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;FILOMENA
PG25LA292GA00;25 LV ALUNO EF2 9O ANO 2O BI GABARITO MG;;PG25LA292GA00;25 LV ALUNO EF2 9O ANO 2O BI GABARITO MG;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO MG
PG25LA292GR00;25 LV ALUNO EF2 9O ANO 2O BI GABARITO RS;;PG25LA292GR00;25 LV ALUNO EF2 9O ANO 2O BI GABARITO RS;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;GABARITO RS
PG25LA292MA00;25 LV ALUNO EF2 9O ANO 2O BI MACK;;PG25LA292MA00;25 LV ALUNO EF2 9O ANO 2O BI MACK;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;MACK
PG25LA292CR00;25 LV ALUNO EF2 9O ANO 2O BI REFERENCIAL;;PG25LA292CR00;25 LV ALUNO EF2 9O ANO 2O BI REFERENCIAL;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;REFERENCIAL
PG25LA292RO00;25 LV ALUNO EF2 9O ANO 2O BI ROSALVO;;PG25LA292RO00;25 LV ALUNO EF2 9O ANO 2O BI ROSALVO;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ROSALVO
PG25LA292SA00;25 LV ALUNO EF2 9O ANO 2O BI SANTO ANJO;;PG25LA292SA00;25 LV ALUNO EF2 9O ANO 2O BI SANTO ANJO;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SANTO ANJO
PG25LA292SE00;25 LV ALUNO EF2 9O ANO 2O BI SECULO;;PG25LA292SE00;25 LV ALUNO EF2 9O ANO 2O BI SECULO;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;SECULO
PG25LA292TA00;25 LV ALUNO EF2 9O ANO 2O BI TAMANDARE;;PG25LA292TA00;25 LV ALUNO EF2 9O ANO 2O BI TAMANDARE;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;TAMANDARE
PG25LA292PT00;25 LV ALUNO EF2 9O ANO 2O BI PET CURSOS;;PG25LA292PT00;25 LV ALUNO EF2 9O ANO 2O BI PET CURSOS;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;PET CURSOS
PG25LA292EE00;25 LV ALUNO EF2 9O ANO 2O BI ELO;;PG25LA292EE00;25 LV ALUNO EF2 9O ANO 2O BI ELO;FUND AF;9O ANO;Volume 02;V2;Bimestral;Aluno;Integrado;Livro;Livro;ELO
82101150102;SAE ALUNO EM 1A SERIE SAE 2O BI;82101150102;PG25LA312SD01;25 LV ALUNO EM 1A SERIE 2O BI SAE LCH;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Linguagens e Ciências Humanas;Livro;Livro;SAE
82101150102;SAE ALUNO EM 1A SERIE SAE 2O BI;82101150102;PG25LA312SD02;25 LV ALUNO EM 1A SERIE 2O BI SAE MCN;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Matemática e Ciências da Natureza;Livro;Livro;SAE
82101150202;CELLULA MATER ALUNO EM 1A SERIE CELLULA MATER 2O BI;82101150202;PG25LA312ZU01;25 LV ALUNO EM 1A SERIE 2O BI CELLULA MATER LCH;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Linguagens e Ciências Humanas;Livro;Livro;CELLULA MATER
82101150202;CELLULA MATER ALUNO EM 1A SERIE CELLULA MATER 2O BI;82101150202;PG25LA312ZU02;25 LV ALUNO EM 1A SERIE 2O BI CELLULA MATER MCN;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Matemática e Ciências da Natureza;Livro;Livro;CELLULA MATER
82101150402;FILOMENA ALUNO EM 1A SERIE FILOMENA 2O BI;82101150402;PG25LA312FL01;25 LV ALUNO EM 1A SERIE 2O BI FILOMENA LCH;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Linguagens e Ciências Humanas;Livro;Livro;FILOMENA
82101150402;FILOMENA ALUNO EM 1A SERIE FILOMENA 2O BI;82101150402;PG25LA312FL02;25 LV ALUNO EM 1A SERIE 2O BI FILOMENA MCN;EM;1A SERIE;Volume 02;V2;Bimestral;Aluno;Matemática e Ciências da Natureza;Livro;Livro;FILOMENA
